LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
ITA,FBORNPOP,TOT,PC_POP,A,2009,9.686,
ITA,FBORNPOP,TOT,PC_POP,A,2010,9.59,
ITA,FBORNPOP,TOT,PC_POP,A,2011,9.473,
ITA,FBORNPOP,TOT,PC_POP,A,2012,9.412,
ITA,FBORNPOP,TOT,PC_POP,A,2013,9.457,
SVN,FBORNPOP,TOT,PC_POP,A,2002,8.5,
SVN,FBORNPOP,TOT,PC_POP,A,2003,0,
SVN,FBORNPOP,TOT,PC_POP,A,2004,0,
SVN,FBORNPOP,TOT,PC_POP,A,2005,0,
SVN,FBORNPOP,TOT,PC_POP,A,2006,0,
SVN,FBORNPOP,TOT,PC_POP,A,2007,0,
SVN,FBORNPOP,TOT,PC_POP,A,2008,0,
SVN,FBORNPOP,TOT,PC_POP,A,2009,0,
SVN,FBORNPOP,TOT,PC_POP,A,2010,11.155,
SVN,FBORNPOP,TOT,PC_POP,A,2011,13.243,
SVN,FBORNPOP,TOT,PC_POP,A,2012,14.575,
SVN,FBORNPOP,TOT,PC_POP,A,2013,16.077,
AUT,FBORNPOP,TOT,PC_POP,A,1998,11.088,
AUT,FBORNPOP,TOT,PC_POP,A,1999,10.776,
AUT,FBORNPOP,TOT,PC_POP,A,2000,10.395,
AUT,FBORNPOP,TOT,PC_POP,A,2001,13.828,
AUT,FBORNPOP,TOT,PC_POP,A,2002,14.1,
AUT,FBORNPOP,TOT,PC_POP,A,2003,14.1,
AUT,FBORNPOP,TOT,PC_POP,A,2004,14.135,
AUT,FBORNPOP,TOT,PC_POP,A,2005,14.53,
AUT,FBORNPOP,TOT,PC_POP,A,2006,14.704,
AUT,FBORNPOP,TOT,PC_POP,A,2007,14.896,
AUT,FBORNPOP,TOT,PC_POP,A,2008,15.145,
AUT,FBORNPOP,TOT,PC_POP,A,2009,15.291,
AUT,FBORNPOP,TOT,PC_POP,A,2010,15.485,
AUT,FBORNPOP,TOT,PC_POP,A,2011,15.773,
AUT,FBORNPOP,TOT,PC_POP,A,2012,16.197,
AUT,FBORNPOP,TOT,PC_POP,A,2013,16.704,
CZE,FBORNPOP,TOT,PC_POP,A,1998,4.275,
CZE,FBORNPOP,TOT,PC_POP,A,1999,4.429,
CZE,FBORNPOP,TOT,PC_POP,A,2000,4.225,
CZE,FBORNPOP,TOT,PC_POP,A,2001,4.387,
CZE,FBORNPOP,TOT,PC_POP,A,2002,4.6,
CZE,FBORNPOP,TOT,PC_POP,A,2003,4.7,
CZE,FBORNPOP,TOT,PC_POP,A,2004,4.889,
CZE,FBORNPOP,TOT,PC_POP,A,2005,5.114,
CZE,FBORNPOP,TOT,PC_POP,A,2006,5.516,
CZE,FBORNPOP,TOT,PC_POP,A,2007,6.162,
CZE,FBORNPOP,TOT,PC_POP,A,2008,6.516,
CZE,FBORNPOP,TOT,PC_POP,A,2009,6.405,
CZE,FBORNPOP,TOT,PC_POP,A,2010,6.287,
CZE,FBORNPOP,TOT,PC_POP,A,2011,7.099,
CZE,FBORNPOP,TOT,PC_POP,A,2012,7.08,
CZE,FBORNPOP,TOT,PC_POP,A,2013,7.086,
ESP,FBORNPOP,TOT,PC_POP,A,1997,2.965,
ESP,FBORNPOP,TOT,PC_POP,A,1998,3.17,
ESP,FBORNPOP,TOT,PC_POP,A,1999,3.688,
ESP,FBORNPOP,TOT,PC_POP,A,2000,4.891,
ESP,FBORNPOP,TOT,PC_POP,A,2001,6.37,
ESP,FBORNPOP,TOT,PC_POP,A,2002,8,
ESP,FBORNPOP,TOT,PC_POP,A,2003,8.8,
ESP,FBORNPOP,TOT,PC_POP,A,2004,10.246,
ESP,FBORNPOP,TOT,PC_POP,A,2005,11.08,
ESP,FBORNPOP,TOT,PC_POP,A,2006,11.835,
ESP,FBORNPOP,TOT,PC_POP,A,2007,13.362,
ESP,FBORNPOP,TOT,PC_POP,A,2008,14.062,
ESP,FBORNPOP,TOT,PC_POP,A,2009,14.243,
ESP,FBORNPOP,TOT,PC_POP,A,2010,14.342,
ESP,FBORNPOP,TOT,PC_POP,A,2011,14.417,
ESP,FBORNPOP,TOT,PC_POP,A,2012,14.152,
ESP,FBORNPOP,TOT,PC_POP,A,2013,13.439,
TUR,FBORNPOP,TOT,PC_POP,A,1990,2.025,
TUR,FBORNPOP,TOT,PC_POP,A,2000,1.897,
TUR,FBORNPOP,TOT,PC_POP,A,2004,0,
TUR,FBORNPOP,TOT,PC_POP,A,2005,0,
TUR,FBORNPOP,TOT,PC_POP,A,2006,0,
TUR,FBORNPOP,TOT,PC_POP,A,2007,0,
TUR,FBORNPOP,TOT,PC_POP,A,2008,0,
TUR,FBORNPOP,TOT,PC_POP,A,2009,0,
TUR,FBORNPOP,TOT,PC_POP,A,2010,0,
TUR,FBORNPOP,TOT,PC_POP,A,2011,0,
TUR,FBORNPOP,TOT,PC_POP,A,2012,0,
TUR,FBORNPOP,TOT,PC_POP,A,2013,0,
POL,FBORNPOP,TOT,PC_POP,A,2001,2.006,
POL,FBORNPOP,TOT,PC_POP,A,2002,2,
POL,FBORNPOP,TOT,PC_POP,A,2004,0,
POL,FBORNPOP,TOT,PC_POP,A,2005,0,
POL,FBORNPOP,TOT,PC_POP,A,2006,0,
POL,FBORNPOP,TOT,PC_POP,A,2007,0,
POL,FBORNPOP,TOT,PC_POP,A,2008,0,
POL,FBORNPOP,TOT,PC_POP,A,2009,0,
POL,FBORNPOP,TOT,PC_POP,A,2010,0,
POL,FBORNPOP,TOT,PC_POP,A,2011,1.752,
POL,FBORNPOP,TOT,PC_POP,A,2012,0,
POL,FBORNPOP,TOT,PC_POP,A,2013,0,
ISL,FBORNPOP,TOT,PC_POP,A,2000,6.02,
ISL,FBORNPOP,TOT,PC_POP,A,2001,6.433,
ISL,FBORNPOP,TOT,PC_POP,A,2002,6.6,
ISL,FBORNPOP,TOT,PC_POP,A,2003,6.8,
ISL,FBORNPOP,TOT,PC_POP,A,2004,7.064,
ISL,FBORNPOP,TOT,PC_POP,A,2005,8.341,
ISL,FBORNPOP,TOT,PC_POP,A,2006,9.985,
ISL,FBORNPOP,TOT,PC_POP,A,2007,11.527,
ISL,FBORNPOP,TOT,PC_POP,A,2008,11.762,
ISL,FBORNPOP,TOT,PC_POP,A,2009,11.001,
ISL,FBORNPOP,TOT,PC_POP,A,2010,10.915,
ISL,FBORNPOP,TOT,PC_POP,A,2011,10.868,
ISL,FBORNPOP,TOT,PC_POP,A,2012,11.044,
ISL,FBORNPOP,TOT,PC_POP,A,2013,11.499,
SVK,FBORNPOP,TOT,PC_POP,A,2001,2.214,
SVK,FBORNPOP,TOT,PC_POP,A,2002,2.7,
SVK,FBORNPOP,TOT,PC_POP,A,2003,3.2,
SVK,FBORNPOP,TOT,PC_POP,A,2004,3.864,
SVK,FBORNPOP,TOT,PC_POP,A,2005,4.641,
SVK,FBORNPOP,TOT,PC_POP,A,2006,5.614,
SVK,FBORNPOP,TOT,PC_POP,A,2007,6.81,
SVK,FBORNPOP,TOT,PC_POP,A,2008,8.228,
SVK,FBORNPOP,TOT,PC_POP,A,2009,0,
SVK,FBORNPOP,TOT,PC_POP,A,2010,0,
SVK,FBORNPOP,TOT,PC_POP,A,2011,0,
SVK,FBORNPOP,TOT,PC_POP,A,2012,2.925,
SVK,FBORNPOP,TOT,PC_POP,A,2013,3.229,
ISR,FBORNPOP,TOT,PC_POP,A,2000,32.178,
ISR,FBORNPOP,TOT,PC_POP,A,2001,31.847,
ISR,FBORNPOP,TOT,PC_POP,A,2002,30.2,
ISR,FBORNPOP,TOT,PC_POP,A,2003,29.5,
ISR,FBORNPOP,TOT,PC_POP,A,2004,28.797,
ISR,FBORNPOP,TOT,PC_POP,A,2005,28.103,
ISR,FBORNPOP,TOT,PC_POP,A,2006,27.362,
ISR,FBORNPOP,TOT,PC_POP,A,2007,26.688,
ISR,FBORNPOP,TOT,PC_POP,A,2008,25.988,
ISR,FBORNPOP,TOT,PC_POP,A,2009,25.084,
ISR,FBORNPOP,TOT,PC_POP,A,2010,24.516,
ISR,FBORNPOP,TOT,PC_POP,A,2011,23.822,
ISR,FBORNPOP,TOT,PC_POP,A,2012,23.197,
ISR,FBORNPOP,TOT,PC_POP,A,2013,22.602,
JPN,FBORNPOP,TOT,PC_POP,A,2000,1.02,
KOR,FBORNPOP,TOT,PC_POP,A,2000,0.321,
