"Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","Stock","Flow","ChangeFlow","main_IV_as_control","mlm_any","hybrid_mlm","level_cyear","level_country","level_year","country_dummies_only","year_dummies_only","year_as_count","ologit","lpm","listwise","multimpute","ols","mlogit","ml_glm","bayes","L2boots","weights","pseudo_pnl","stata","r","mplus","spss","mlwin","categorical","mmodel","unbalpanel","w1985","w1990","w1996","w2006","w2016","AU","AT","BE","BG","CA","CL","HR","CY","CZ","DK","FI","FR","DE","HU","IS","IN","IE","IL","IT","JP","KR","LV","LT","NT","NZ","NO","PH","PL","PT","RU","SK","SI","ES","SE","CH","UK","US","ZA","TW","TR","UY","VE","orig13","orig17","eeurope","allavailable","emigration_ivC","emplrate_ivC","socx_ivC","unemprate_ivC","gdp_ivC","unchange_ivC","poverty_ivC","fbunemprate_ivC","fbunempchange_ivC","fbeducrate_ivC","fbeducratechange_ivC","socxchg_ivC","gdpchange_ivC","ginin_ivC","mcp_ivC","regime_ivC","socialistdummy_ivC","targeting_ivC","socx_programspecific_ivC","conservatism_ivC","decomm_ivC","tradeunion10_ivC","subFB_ivC","socult_ivC","fract_ivC","antiimm_ivC","pop_ivC","age_iv","age2_iv","sex_iv","employed_iv","income_iv","occclass_iv","occstatus_iv","education_iv","married_iv","household_iv","reldenom_iv","relattend_iv","publice_iv","urban_iv","fb_iv","cuts_iv","taxes_iv","upol_iv","leftright_iv","trust_iv","efficacy_iv","fbXnet","netXcons","netXeduc","netXage","netXsex","netXunemp","netXinc","fbXeduc","fbXage","fbXsex","fbXunemp","fbXgini","fbXurban","fbXinc","squared_imm","fractXfb","fbXleftright","anynonlin","id","u_teamid","count","AME","lower","upper","error","z","p","DV","main_IV_type","main_IV_source","main_IV_source_file","main_IV_measurement","main_IV_time","main_IV_effect","package","inv_weight","additionalinfo","Hsupport","Hreject","Hnotest","Hmixed","Hsupport_stock","Hreject_stock","Hnotest_stock","Hsupport_net","Hreject_net","Hnotest_net","AME_Z","lower_Z","upper_Z","Hresult","Hsup","Hrej","Hno","HresultF","AME_sup_p05","AME_sup_p10","countries","iv_type","mator","software","indepv","twowayfe","cluster_any","mlm_re","mlm_fe","logit","dichotomize","dv_type","stat_cat","belief_cat","topic_cat","total_score_cat","BELIEF_HYPOTHESIS","PRO_IMMIGRANT","TOPIC_KNOWLEDGE","STATISTICS_SKILL","MODEL_SCORE"
NA,NA,NA,"OldAge",NA,NA,NA,NA,"Flow",NA,NA,"mlm_any",NA,NA,"level_country",NA,NA,"year_dummies_only",NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,"unbalpanel",NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,"DK","FI","FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,"NT","NZ","NO",NA,NA,"PT",NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,NA,"orig17",NA,NA,NA,"emplrate_ivC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv",NA,NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t60m24",60,695,0.01595,0.00305,0.02885,0.0129,2.42401,0.01535,"OldAge","Flow",NA,"cri_macro","Immigrant, foreign-born","1-year","Total","melogit",24,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,0.00279427225268818,0.000534327922927833,0.00505421658244852,"Reject",0,1,0,"Reject",0,0,17,"Flow","logit","Stata","Emp_Rate","No","No","Yes","No","Yes","dichotomous","OldAge","Lowest","Lowest","Lowest","High","Low","Low","Low","Low","Mid"
NA,NA,"IncDiff",NA,NA,NA,NA,"Stock",NA,NA,NA,"mlm_any",NA,NA,"level_country",NA,NA,"year_dummies_only",NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,"unbalpanel",NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,"HR",NA,"CZ","DK","FI","FR","DE","HU",NA,NA,"IE","IL",NA,"JP","KR","LV",NA,"NT","NZ","NO",NA,"PL","PT","RU",NA,"SI","ES","SE","CH","UK","US",NA,NA,NA,NA,NA,NA,NA,"eeurope","allavailable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv",NA,NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t60m3",60,674,-0.00238,-0.00814,0.00339,0.00576,-0.80952,0.41822,"IncDiff","Stock",NA,"cri_macro","Immigrant, foreign-born","current","Total","melogit",24,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00238,-0.00814,0.00339,"Reject",0,1,0,"Reject",0,0,26,"Stock","logit","Stata","None","No","No","Yes","No","Yes","dichotomous","IncDiff","Lowest","Lowest","Lowest","High","Low","Low","Low","Low","Mid"
NA,NA,NA,"OldAge",NA,NA,NA,"Stock",NA,NA,NA,"mlm_any",NA,NA,"level_country",NA,NA,"year_dummies_only",NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,"unbalpanel",NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,"HR",NA,"CZ","DK","FI","FR","DE","HU",NA,NA,"IE","IL",NA,"JP","KR","LV",NA,"NT","NZ","NO",NA,"PL","PT","RU",NA,"SI","ES","SE","CH","UK","US",NA,NA,NA,NA,NA,NA,NA,"eeurope","allavailable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv",NA,NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t60m4",60,675,-0.00074,-0.0024,0.00092,0.00166,-0.87059,0.38398,"OldAge","Stock",NA,"cri_macro","Immigrant, foreign-born","current","Total","melogit",24,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00074,-0.0024,0.00092,"Reject",0,1,0,"Reject",0,0,26,"Stock","logit","Stata","None","No","No","Yes","No","Yes","dichotomous","OldAge","Lowest","Lowest","Lowest","High","Low","Low","Low","Low","Mid"
"Jobs",NA,NA,NA,NA,NA,NA,"Stock",NA,NA,NA,"mlm_any",NA,NA,"level_country",NA,NA,"year_dummies_only",NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,"unbalpanel",NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,"DK","FI","FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,"NT","NZ","NO",NA,NA,"PT",NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,NA,"orig17",NA,NA,NA,NA,"socx_ivC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv",NA,NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t60m5",60,676,-0.0097,-0.0188,-6e-04,0.0091,-2.09052,0.03657,"Jobs","Stock",NA,"cri_macro","Immigrant, foreign-born","current","Total","melogit",24,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.0097,-0.0188,-6e-04,"Reject",0,1,0,"Reject",1,1,17,"Stock","logit","Stata","Soc_Spending","No","No","Yes","No","Yes","dichotomous","Jobs","Lowest","Lowest","Lowest","High","Low","Low","Low","Low","Mid"
NA,"Unemp",NA,NA,NA,NA,NA,"Stock",NA,NA,NA,"mlm_any",NA,NA,"level_country",NA,NA,"year_dummies_only",NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,"unbalpanel",NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,"DK","FI","FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,"NT","NZ","NO",NA,NA,"PT",NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,NA,"orig17",NA,NA,NA,NA,"socx_ivC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv",NA,NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t60m6",60,677,-0.00729,-0.0161,0.00152,0.00881,-1.62361,0.10446,"Unemp","Stock",NA,"cri_macro","Immigrant, foreign-born","current","Total","melogit",24,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00729,-0.0161,0.00152,"Reject",0,1,0,"Reject",0,0,17,"Stock","logit","Stata","Soc_Spending","No","No","Yes","No","Yes","dichotomous","Unemp","Lowest","Lowest","Lowest","High","Low","Low","Low","Low","Mid"
NA,NA,"IncDiff",NA,NA,NA,NA,"Stock",NA,NA,NA,"mlm_any",NA,NA,"level_country",NA,NA,"year_dummies_only",NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,"unbalpanel",NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,"DK","FI","FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,"NT","NZ","NO",NA,NA,"PT",NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,NA,"orig17",NA,NA,NA,NA,"socx_ivC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv",NA,NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t60m7",60,678,-0.0073,-0.01773,0.00313,0.01043,-1.37218,0.17001,"IncDiff","Stock",NA,"cri_macro","Immigrant, foreign-born","current","Total","melogit",24,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.0073,-0.01773,0.00313,"Reject",0,1,0,"Reject",0,0,17,"Stock","logit","Stata","Soc_Spending","No","No","Yes","No","Yes","dichotomous","IncDiff","Lowest","Lowest","Lowest","High","Low","Low","Low","Low","Mid"
NA,NA,NA,"OldAge",NA,NA,NA,"Stock",NA,NA,NA,"mlm_any",NA,NA,"level_country",NA,NA,"year_dummies_only",NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,"unbalpanel",NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,"DK","FI","FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,"NT","NZ","NO",NA,NA,"PT",NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,NA,"orig17",NA,NA,NA,NA,"socx_ivC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv",NA,NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t60m8",60,679,-0.00109,-0.00468,0.00251,0.00359,-0.59563,0.55142,"OldAge","Stock",NA,"cri_macro","Immigrant, foreign-born","current","Total","melogit",24,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00109,-0.00468,0.00251,"Reject",0,1,0,"Reject",0,0,17,"Stock","logit","Stata","Soc_Spending","No","No","Yes","No","Yes","dichotomous","OldAge","Lowest","Lowest","Lowest","High","Low","Low","Low","Low","Mid"
"Jobs",NA,NA,NA,NA,NA,NA,"Stock",NA,NA,NA,"mlm_any",NA,NA,"level_country",NA,NA,"year_dummies_only",NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,"stata",NA,NA,NA,NA,NA,NA,"unbalpanel",NA,NA,"w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,"DK","FI","FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,"NT","NZ","NO",NA,NA,"PT",NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,NA,"orig17",NA,NA,NA,"emplrate_ivC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age_iv","age2_iv","sex_iv","employed_iv",NA,NA,NA,"education_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t60m9",60,680,-0.01045,-0.01922,-0.00168,0.00877,-2.33781,0.0194,"Jobs","Stock",NA,"cri_macro","Immigrant, foreign-born","current","Total","melogit",24,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.01045,-0.01922,-0.00168,"Reject",0,1,0,"Reject",1,1,17,"Stock","logit","Stata","Emp_Rate","No","No","Yes","No","Yes","dichotomous","Jobs","Lowest","Lowest","Lowest","High","Low","Low","Low","Low","Mid"
"Jobs",NA,NA,NA,NA,NA,NA,"Stock",NA,NA,NA,"mlm_any",NA,"level_cyear","level_country","level_year",NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,NA,NA,NA,"unbalpanel",NA,"w1990","w1996","w2006","w2016","AU",NA,NA,NA,"CA",NA,NA,NA,NA,"DK","FI","FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,"NT","NZ","NO",NA,NA,"PT",NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,NA,"orig17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fract_ivC",NA,NA,"age_iv",NA,"sex_iv","employed_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t61m1",61,696,0.01199,0.0072,0.01679,0.00479,4.89388,1e-05,"Jobs","Stock",NA,"cri_macro","Immigrant, foreign-born","1-year","Total","glmer",24,"PI rescaled Net mig/10 to make it on a 1 out of 100 scale and thus comparable with all other teams.
PIs  had to make path changes for their code to run. We used our own path function “pfunc” everywhere they had ‘path’ or other calls to files
Note that the countries and years imported do not all remain in the analysis. 1985 wave is dropped for the models using immigrant stock, and the 2016 wave is dropped for the models using net migration. 
The team reported overall average marginal effects, but this blurs the different effects for the rich democracies (as analyzed by Brady and Finnigan) and all the rest of the countries. We have reorganized the margins commands to present both effects as both are unique effects of immigration variables on different subsets of countries and derive from the team’s idea that effects should be similar across all countries if the hypothesis were true.
",0,1,0,0,NA,NA,NA,NA,NA,NA,0.01199,0.0072,0.01679,"Reject",0,1,0,"Reject",0,0,17,"Stock","logit","R","None","No","No","Yes","No","Yes","dichotomous","Jobs","Highest","Low","High","Highest","Mid","Mid","High","High","Mid"
NA,NA,NA,"OldAge",NA,NA,NA,NA,"Flow",NA,NA,"mlm_any",NA,"level_cyear","level_country","level_year",NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,NA,NA,NA,"unbalpanel","w1985","w1990","w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,"DK","FI","FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,"NT","NZ","NO",NA,NA,"PT",NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,NA,"orig17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fract_ivC",NA,NA,"age_iv",NA,"sex_iv","employed_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t61m10",61,705,-0.06017,-0.09103,-0.02931,0.03086,-3.82274,0.00013,"OldAge","Flow",NA,"cri_macro","Immigrant, foreign-born","1-year","Total","glmer",24,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.0105411511877271,-0.0159474986308592,-0.00513480374459501,"Reject",0,1,0,"Reject",1,1,17,"Flow","logit","R","None","No","No","Yes","No","Yes","dichotomous","OldAge","Highest","Low","High","Highest","Mid","Mid","High","High","Mid"
NA,NA,NA,NA,"House",NA,NA,NA,"Flow",NA,NA,"mlm_any",NA,"level_cyear","level_country","level_year",NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,NA,NA,NA,"unbalpanel","w1985","w1990","w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,"DK","FI","FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,"NT","NZ","NO",NA,NA,"PT",NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,NA,"orig17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fract_ivC",NA,NA,"age_iv",NA,"sex_iv","employed_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t61m11",61,706,-0.05421,-0.13601,0.02759,0.0818,-1.29907,0.19392,"House","Flow",NA,"cri_macro","Immigrant, foreign-born","1-year","Total","glmer",24,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00949702186948125,-0.0238275215729228,0.0048334778339603,"Reject",0,1,0,"Reject",0,0,17,"Flow","logit","R","None","No","No","Yes","No","Yes","dichotomous","House","Highest","Low","High","Highest","Mid","Mid","High","High","Mid"
NA,NA,NA,NA,NA,"Health",NA,NA,"Flow",NA,NA,"mlm_any",NA,"level_cyear","level_country","level_year",NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,NA,NA,NA,"unbalpanel","w1985","w1990","w1996","w2006",NA,"AU",NA,NA,NA,"CA",NA,NA,NA,NA,"DK","FI","FR","DE",NA,NA,NA,"IE",NA,NA,"JP",NA,NA,NA,"NT","NZ","NO",NA,NA,"PT",NA,NA,NA,"ES","SE","CH","UK","US",NA,NA,NA,NA,NA,NA,"orig17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fract_ivC",NA,NA,"age_iv",NA,"sex_iv","employed_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t61m12",61,707,-0.03288,-0.06387,-0.00189,0.03099,-2.0797,0.03755,"Health","Flow",NA,"cri_macro","Immigrant, foreign-born","1-year","Total","glmer",24,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00576023019864497,-0.0111893522745576,-0.000331108122732329,"Reject",0,1,0,"Reject",1,1,17,"Flow","logit","R","None","No","No","Yes","No","Yes","dichotomous","Health","Highest","Low","High","Highest","Mid","Mid","High","High","Mid"
"Jobs",NA,NA,NA,NA,NA,NA,"Stock",NA,NA,NA,"mlm_any",NA,"level_cyear","level_country","level_year",NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,NA,NA,NA,"unbalpanel",NA,"w1990","w1996","w2006","w2016",NA,NA,"BE","BG",NA,"CL","HR","CY","CZ",NA,NA,NA,NA,"HU","IS","IN",NA,"IL","IT",NA,"KR","LV","LT",NA,NA,NA,NA,"PL",NA,"RU","SK","SI",NA,NA,NA,NA,NA,"ZA",NA,"TR",NA,NA,NA,NA,"eeurope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fract_ivC",NA,NA,"age_iv",NA,"sex_iv","employed_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t61m13",61,708,0.00074,-0.00405,0.00553,0.00479,0.30328,0.76168,"Jobs","Stock",NA,"cri_macro","Immigrant, foreign-born","current","Total","glmer",24,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,0.00074,-0.00405,0.00553,"Reject",0,1,0,"Reject",0,0,20,"Stock","logit","R","None","No","No","Yes","No","Yes","dichotomous","Jobs","Highest","Low","High","Highest","Mid","Mid","High","High","High"
NA,"Unemp",NA,NA,NA,NA,NA,"Stock",NA,NA,NA,"mlm_any",NA,"level_cyear","level_country","level_year",NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,NA,NA,NA,"unbalpanel",NA,"w1990","w1996","w2006","w2016",NA,NA,"BE","BG",NA,"CL","HR","CY","CZ",NA,NA,NA,NA,"HU","IS","IN",NA,"IL","IT",NA,"KR","LV","LT",NA,NA,NA,NA,"PL",NA,"RU","SK","SI",NA,NA,NA,NA,NA,"ZA",NA,"TR",NA,NA,NA,NA,"eeurope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fract_ivC",NA,NA,"age_iv",NA,"sex_iv","employed_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t61m14",61,709,0.00362,-0.00081,0.00805,0.00443,1.60177,0.10921,"Unemp","Stock",NA,"cri_macro","Immigrant, foreign-born","current","Total","glmer",24,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,0.00362,-0.00081,0.00805,"Reject",0,1,0,"Reject",0,0,20,"Stock","logit","R","None","No","No","Yes","No","Yes","dichotomous","Unemp","Highest","Low","High","Highest","Mid","Mid","High","High","High"
NA,NA,"IncDiff",NA,NA,NA,NA,"Stock",NA,NA,NA,"mlm_any",NA,"level_cyear","level_country","level_year",NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,NA,NA,NA,"unbalpanel",NA,"w1990","w1996","w2006","w2016",NA,NA,"BE","BG",NA,"CL","HR","CY","CZ",NA,NA,NA,NA,"HU","IS","IN",NA,"IL","IT",NA,"KR","LV","LT",NA,NA,NA,NA,"PL",NA,"RU","SK","SI",NA,NA,NA,NA,NA,"ZA",NA,"TR",NA,NA,NA,NA,"eeurope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fract_ivC",NA,NA,"age_iv",NA,"sex_iv","employed_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t61m15",61,710,0.00021,-0.00364,0.00407,0.00385,0.1066,0.91511,"IncDiff","Stock",NA,"cri_macro","Immigrant, foreign-born","current","Total","glmer",24,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,0.00021,-0.00364,0.00407,"Reject",0,1,0,"Reject",0,0,20,"Stock","logit","R","None","No","No","Yes","No","Yes","dichotomous","IncDiff","Highest","Low","High","Highest","Mid","Mid","High","High","High"
NA,NA,NA,"OldAge",NA,NA,NA,"Stock",NA,NA,NA,"mlm_any",NA,"level_cyear","level_country","level_year",NA,NA,NA,NA,NA,"listwise",NA,NA,NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,NA,NA,NA,"unbalpanel",NA,"w1990","w1996","w2006","w2016",NA,NA,"BE","BG",NA,"CL","HR","CY","CZ",NA,NA,NA,NA,"HU","IS","IN",NA,"IL","IT",NA,"KR","LV","LT",NA,NA,NA,NA,"PL",NA,"RU","SK","SI",NA,NA,NA,NA,NA,"ZA",NA,"TR",NA,NA,NA,NA,"eeurope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fract_ivC",NA,NA,"age_iv",NA,"sex_iv","employed_iv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t61m16",61,711,-0.00065,-0.00206,0.00076,0.00141,-0.90278,0.36664,"OldAge","Stock",NA,"cri_macro","Immigrant, foreign-born","current","Total","glmer",24,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00065,-0.00206,0.00076,"Reject",0,1,0,"Reject",0,0,20,"Stock","logit","R","None","No","No","Yes","No","Yes","dichotomous","OldAge","Highest","Low","High","Highest","Mid","Mid","High","High","High"
