"","u_teamid","id","team","AME_Z","upper_Z","lower_Z","u_delibtreatmentgroup1","AME","lower","upper","error","z","p","DV","main_IV_type","main_IV_source","main_IV_measurement","main_IV_time","main_IV_effect","package","countries","Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","Stock","Flow","ChangeFlow","main_IV_as_control","twowayfe","cluster_any","mlm_any","mlm_re","mlm_fe","hybrid_mlm","level_cyear","level_country","level_year","country_dummies_only","year_dummies_only","year_as_count","logit","ologit","lpm","listwise","multimpute","ols","mlogit","ml_glm","bayes","L2boots","weights","pseudo_pnl","stata","r","mplus","spss","mlwin","dichotomize","categorical","mmodel","unbalpanel","w1985","w1990","w1996","w2006","w2016","AU","AT","BE","BG","CA","CL","HR","CY","CZ","DK","FI","FR","DE","HU","IS","IN","IE","IL","IT","JP","KR","LV","LT","NT","NZ","NO","PH","PL","PT","RU","SK","SI","ES","SE","CH","UK","US","ZA","TW","TR","UY","VE","orig13","orig17","eeurope","allavailable","emigration_ivC","emplrate_ivC","socx_ivC","unemprate_ivC","gdp_ivC","unchange_ivC","poverty_ivC","fbunemprate_ivC","fbunempchange_ivC","fbeducrate_ivC","fbeducratechange_ivC","socxchg_ivC","gdpchange_ivC","ginin_ivC","mcp_ivC","regime_ivC","socialistdummy_ivC","targeting_ivC","socx_programspecific_ivC","conservatism_ivC","decomm_ivC","tradeunion10_ivC","subFB_ivC","socult_ivC","fract_ivC","antiimm_ivC","pop_ivC","age_iv","age2_iv","sex_iv","employed_iv","income_iv","occclass_iv","occstatus_iv","education_iv","married_iv","household_iv","reldenom_iv","relattend_iv","publice_iv","urban_iv","fb_iv","cuts_iv","taxes_iv","upol_iv","leftright_iv","trust_iv","efficacy_iv","fbXnet","netXcons","netXeduc","netXage","netXsex","netXunemp","netXinc","fbXeduc","fbXage","fbXsex","fbXunemp","fbXgini","fbXurban","fbXinc","squared_imm","fractXfb","fbXleftright","anynonlin","Hsup","Hrej","Hno","AME_sup_p05","AME_sup_p10","AME_neg_p05","AME_ns_p05","u_expgroup1","belief_strength","pro_immigrant","changemind_delib","topic_interest","pub_interest","belief_1_avg","belief_2_avg","stat","topic","belief","score_waves","score_cases","score_levels","score_mlm","score_mator","score_weight","total_score","inv_weight_H","pos_test_team_p05","neg_test_team_p05","ns_test_team_p05","pos_test_pct_p05","pos_test_pct_p10","neg_test_pct_p05","ns_test_pct_p05","stats_ipred","topic_ipred","belief_ipred","HresultF","STATISTICS_SKILL","BELIEF_HYPOTHESIS","TOPIC_KNOWLEDGE","MODEL_SCORE","PRO_IMMIGRANT","AME_Z_b","AME_Z_w","jobs_b","unemp_b","incdiff_b","oldage_b","house_b","health_b","jobs_w","unemp_w","incdiff_w","oldage_w","house_w","health_w","scale_b","scale_w","un_emp_rate_ivC","main_IV_factor","in_m13"
"698",64,"t64m11",60,-0.011634726752159,0.027200246463042,-0.0504679482770933,0,-0.06642,-0.28811,0.15528,0.22169,-0.58722,0.55706,"Scale_6","Flow","World Bank","Immigrant, foreign-born","1-year","Total","xtmixed",16,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,4,3,5,4,2.33333333333333,2.66666666666667,-0.782896894602999,-0.551819823519793,0.00380812463138306,NA,0.91381418,0.59168704,0.50977995,0.59046455,0.3,0.581149144,16,0,0,16,0,0,0,1,-0.863069674199395,-0.284249223952075,-0.101450903333681,"No test","Low","Mid","Low","High","Mid",0.00415915564800926,-0.0157938824001683,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,"Immigrant, foreign-born",TRUE
"699",64,"t64m12",60,0.000700676106724422,0.0268183779848772,-0.0254170257714284,0,0.004,-0.1451,0.1531,0.1491,0.05258,0.95807,"Scale_6","Flow","World Bank","Immigrant, foreign-born","1-year","Total","xtmixed",17,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,4,3,5,4,2.33333333333333,2.66666666666667,-0.782896894602999,-0.551819823519793,0.00380812463138306,NA,0.91381418,0.59168704,0.50977995,0.59046455,0.3,0.581149144,16,0,0,16,0,0,0,1,-0.863069674199395,-0.284249223952075,-0.101450903333681,"No test","Low","Mid","Low","High","Mid",0.00415915564800926,-0.00345847954128484,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,"Immigrant, foreign-born",TRUE
"700",64,"t64m13",60,-0.00338952066627939,0.0358308244076201,-0.0426098657401789,0,-0.01935,-0.24325,0.20455,0.2239,-0.1694,0.86548,"Scale_6","Flow","World Bank","Immigrant, foreign-born","1-year","Total","xtmixed",16,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,4,3,5,4,2.33333333333333,2.66666666666667,-0.782896894602999,-0.551819823519793,0.00380812463138306,NA,0.91381418,0.59168704,0.50977995,0.59046455,0.3,0.581149144,16,0,0,16,0,0,0,1,-0.863069674199395,-0.284249223952075,-0.101450903333681,"No test","Low","Mid","Low","High","Mid",0.00415915564800926,-0.00754867631428865,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,"Immigrant, foreign-born",TRUE
"701",64,"t64m14",60,-0.019144222925978,0.00414625086154176,-0.0424364484037646,0,-0.10929,-0.24226,0.02367,0.13297,-1.611,0.10718,"Scale_6","Flow","World Bank","Immigrant, foreign-born","1-year","Total","xtmixed",18,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,4,3,5,4,2.33333333333333,2.66666666666667,-0.782896894602999,-0.551819823519793,0.00380812463138306,NA,0.91381418,0.59168704,0.50977995,0.59046455,0.3,0.581149144,16,0,0,16,0,0,0,1,-0.863069674199395,-0.284249223952075,-0.101450903333681,"No test","Low","Mid","Low","High","Mid",0.00415915564800926,-0.0233033785739873,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,"Immigrant, foreign-born",TRUE
"702",64,"t64m15",60,-0.00177095885974598,0.0411927483143287,-0.0447329143435539,0,-0.01011,-0.25537,0.23516,0.24526,-0.08079,0.93561,"Scale_6","Flow","World Bank","Immigrant, foreign-born","1-year","Total","xtmixed",12,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,4,3,5,4,2.33333333333333,2.66666666666667,-0.782896894602999,-0.551819823519793,0.00380812463138306,NA,0.91381418,0.59168704,0.50977995,0.59046455,0.3,0.581149144,16,0,0,16,0,0,0,1,-0.863069674199395,-0.284249223952075,-0.101450903333681,"No test","Low","Mid","Low","High","Mid",0.00415915564800926,-0.00593011450775524,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,"Immigrant, foreign-born",TRUE
"703",64,"t64m16",60,0.0195103261917415,0.0473692081951045,-0.00834680412135467,0,0.11138,-0.04765,0.27042,0.15903,1.37269,0.16985,"Scale_6","Flow","World Bank","Immigrant, foreign-born","1-year","Total","xtmixed",13,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,4,3,5,4,2.33333333333333,2.66666666666667,-0.782896894602999,-0.551819823519793,0.00380812463138306,NA,0.91381418,0.59168704,0.50977995,0.59046455,0.3,0.581149144,16,0,0,16,0,0,0,1,-0.863069674199395,-0.284249223952075,-0.101450903333681,"No test","Low","Mid","Low","High","Mid",0.00415915564800926,0.0153511705437322,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,"Immigrant, foreign-born",TRUE
"704",65,"t65m1",61,0.0003,0.00113,-0.00053,0,0.0003,-0.00053,0.00113,0.00083,0.71429,0.47505,"Jobs","Stock","World Bank","Immigrant, foreign-born","current","Total","xtlogit",26,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,3.66666666666667,3,5,5,2.66666666666667,2.33333333333333,0.575741086088971,0.544231889498159,0.0816949638133491,0.49511002,0.91381418,0.59168704,0.50977995,0.44254279,0.3,0.542155663333333,12,2,0,10,0.166666666666667,0.25,0,0.833333333333333,0.506026357526348,0.219841495260733,0.21652254529597,"Reject","High","Mid","High","Mid","Mid",-0.000105,0.000405,0.25,0.25,0.25,0.25,0,0,0.75,-0.25,-0.25,-0.25,0,0,0,0,0,"Immigrant, foreign-born",TRUE
"705",65,"t65m2",61,0.00142,0.00305,-0.00021,0,0.00142,-0.00021,0.00305,0.00163,1.71084,0.08711,"Unemp","Stock","World Bank","Immigrant, foreign-born","current","Total","xtlogit",26,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,3.66666666666667,3,5,5,2.66666666666667,2.33333333333333,0.575741086088971,0.544231889498159,0.0816949638133491,0.49511002,0.91381418,0.59168704,0.50977995,0.44254279,0.3,0.542155663333333,12,2,0,10,0.166666666666667,0.25,0,0.833333333333333,0.506026357526348,0.219841495260733,0.21652254529597,"Reject","High","Mid","High","Mid","Mid",-0.000105,0.001525,0.25,0.25,0.25,0.25,0,0,-0.25,0.75,-0.25,-0.25,0,0,0,0,0,"Immigrant, foreign-born",TRUE
"706",65,"t65m3",61,-0.00165,0.00001,-0.00332,0,-0.00165,-0.00332,0.00001,0.00167,-1.94118,0.05224,"IncDiff","Stock","World Bank","Immigrant, foreign-born","current","Total","xtlogit",26,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4,3.66666666666667,3,5,5,2.66666666666667,2.33333333333333,0.575741086088971,0.544231889498159,0.0816949638133491,0.49511002,0.91381418,0.59168704,0.50977995,0.44254279,0.3,0.542155663333333,12,2,0,10,0.166666666666667,0.25,0,0.833333333333333,0.506026357526348,0.219841495260733,0.21652254529597,"Reject","High","Mid","High","Mid","Mid",-0.000105,-0.001545,0.25,0.25,0.25,0.25,0,0,-0.25,-0.25,0.75,-0.25,0,0,0,0,0,"Immigrant, foreign-born",TRUE
"707",65,"t65m4",61,0.00025,0.00198,-0.00147,0,0.00025,-0.00147,0.00198,0.00172,0.28409,0.77634,"OldAge","Stock","World Bank","Immigrant, foreign-born","current","Total","xtlogit",26,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,3.66666666666667,3,5,5,2.66666666666667,2.33333333333333,0.575741086088971,0.544231889498159,0.0816949638133491,0.49511002,0.91381418,0.59168704,0.50977995,0.44254279,0.3,0.542155663333333,12,2,0,10,0.166666666666667,0.25,0,0.833333333333333,0.506026357526348,0.219841495260733,0.21652254529597,"Reject","High","Mid","High","Mid","Mid",-0.000105,0.000355,0.25,0.25,0.25,0.25,0,0,-0.25,-0.25,-0.25,0.75,0,0,0,0,0,"Immigrant, foreign-born",TRUE
"708",65,"t65m5",61,-0.00056,0.00039,-0.00151,0,-0.00056,-0.00151,0.00039,0.00095,-1.16667,0.24334,"Jobs","Stock","World Bank","Immigrant, foreign-born","current","Total","xtlogit",24,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,3.66666666666667,3,5,5,2.66666666666667,2.33333333333333,0.575741086088971,0.544231889498159,0.0816949638133491,0.49511002,0.91381418,0.59168704,0.50977995,0.44254279,0.3,0.542155663333333,12,2,0,10,0.166666666666667,0.25,0,0.833333333333333,0.506026357526348,0.219841495260733,0.21652254529597,"Reject","High","Mid","High","Mid","Mid",-0.000105,-0.000455,0.25,0.25,0.25,0.25,0,0,0.75,-0.25,-0.25,-0.25,0,0,0,0,0,"Immigrant, foreign-born",TRUE
"709",65,"t65m6",61,0.00035,0.00204,-0.00133,0,0.00035,-0.00133,0.00204,0.00168,0.40698,0.68402,"Unemp","Stock","World Bank","Immigrant, foreign-born","current","Total","xtlogit",24,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,3.66666666666667,3,5,5,2.66666666666667,2.33333333333333,0.575741086088971,0.544231889498159,0.0816949638133491,0.49511002,0.91381418,0.59168704,0.50977995,0.44254279,0.3,0.542155663333333,12,2,0,10,0.166666666666667,0.25,0,0.833333333333333,0.506026357526348,0.219841495260733,0.21652254529597,"Reject","High","Mid","High","Mid","Mid",-0.000105,0.000455,0.25,0.25,0.25,0.25,0,0,-0.25,0.75,-0.25,-0.25,0,0,0,0,0,"Immigrant, foreign-born",TRUE
"710",65,"t65m7",61,-0.00193,-0.0001,-0.00375,0,-0.00193,-0.00375,-0.0001,0.00182,-2.07527,0.03796,"IncDiff","Stock","World Bank","Immigrant, foreign-born","current","Total","xtlogit",24,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,3.66666666666667,3,5,5,2.66666666666667,2.33333333333333,0.575741086088971,0.544231889498159,0.0816949638133491,0.49511002,0.91381418,0.59168704,0.50977995,0.44254279,0.3,0.542155663333333,12,2,0,10,0.166666666666667,0.25,0,0.833333333333333,0.506026357526348,0.219841495260733,0.21652254529597,"Reject","High","Mid","High","Mid","Mid",-0.000105,-0.001825,0.25,0.25,0.25,0.25,0,0,-0.25,-0.25,0.75,-0.25,0,0,0,0,0,"Immigrant, foreign-born",TRUE
"711",65,"t65m8",61,0.00033,0.00224,-0.00157,0,0.00033,-0.00157,0.00224,0.0019,0.34021,0.7337,"OldAge","Stock","World Bank","Immigrant, foreign-born","current","Total","xtlogit",24,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,3.66666666666667,3,5,5,2.66666666666667,2.33333333333333,0.575741086088971,0.544231889498159,0.0816949638133491,0.49511002,0.91381418,0.59168704,0.50977995,0.44254279,0.3,0.542155663333333,12,2,0,10,0.166666666666667,0.25,0,0.833333333333333,0.506026357526348,0.219841495260733,0.21652254529597,"Reject","High","Mid","High","Mid","Mid",-0.000105,0.000435,0.25,0.25,0.25,0.25,0,0,-0.25,-0.25,-0.25,0.75,0,0,0,0,0,"Immigrant, foreign-born",TRUE
"712",65,"t65m9",61,0.0003,0.00118,-0.00058,0,0.0003,-0.00058,0.00118,0.00088,0.66667,0.50498,"Jobs","Stock","World Bank","Immigrant, foreign-born","current","Total","xtlogit",26,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,3.66666666666667,3,5,5,2.66666666666667,2.33333333333333,0.575741086088971,0.544231889498159,0.0816949638133491,0.49511002,0.91381418,0.59168704,0.50977995,0.44254279,0.3,0.542155663333333,12,2,0,10,0.166666666666667,0.25,0,0.833333333333333,0.506026357526348,0.219841495260733,0.21652254529597,"Reject","High","Mid","High","Mid","Mid",-0.000105,0.000405,0.25,0.25,0.25,0.25,0,0,0.75,-0.25,-0.25,-0.25,0,0,0,0,1,"Immigrant, foreign-born",TRUE
"713",65,"t65m10",61,0.00136,0.003,-0.00027,0,0.00136,-0.00027,0.003,0.00163,1.63855,0.10131,"Unemp","Stock","World Bank","Immigrant, foreign-born","current","Total","xtlogit",26,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,3.66666666666667,3,5,5,2.66666666666667,2.33333333333333,0.575741086088971,0.544231889498159,0.0816949638133491,0.49511002,0.91381418,0.59168704,0.50977995,0.44254279,0.3,0.542155663333333,12,2,0,10,0.166666666666667,0.25,0,0.833333333333333,0.506026357526348,0.219841495260733,0.21652254529597,"Reject","High","Mid","High","Mid","Mid",-0.000105,0.001465,0.25,0.25,0.25,0.25,0,0,-0.25,0.75,-0.25,-0.25,0,0,0,0,1,"Immigrant, foreign-born",TRUE
"714",65,"t65m11",61,-0.00201,-0.00031,-0.0037,0,-0.00201,-0.0037,-0.00031,0.00169,-2.33721,0.01943,"IncDiff","Stock","World Bank","Immigrant, foreign-born","current","Total","xtlogit",26,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,3.66666666666667,3,5,5,2.66666666666667,2.33333333333333,0.575741086088971,0.544231889498159,0.0816949638133491,0.49511002,0.91381418,0.59168704,0.50977995,0.44254279,0.3,0.542155663333333,12,2,0,10,0.166666666666667,0.25,0,0.833333333333333,0.506026357526348,0.219841495260733,0.21652254529597,"Reject","High","Mid","High","Mid","Mid",-0.000105,-0.001905,0.25,0.25,0.25,0.25,0,0,-0.25,-0.25,0.75,-0.25,0,0,0,0,1,"Immigrant, foreign-born",TRUE
"715",65,"t65m12",61,0.00058,0.00233,-0.00116,0,0.00058,-0.00116,0.00233,0.00174,0.65169,0.5146,"OldAge","Stock","World Bank","Immigrant, foreign-born","current","Total","xtlogit",26,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,3.66666666666667,3,5,5,2.66666666666667,2.33333333333333,0.575741086088971,0.544231889498159,0.0816949638133491,0.49511002,0.91381418,0.59168704,0.50977995,0.44254279,0.3,0.542155663333333,12,2,0,10,0.166666666666667,0.25,0,0.833333333333333,0.506026357526348,0.219841495260733,0.21652254529597,"Reject","High","Mid","High","Mid","Mid",-0.000105,0.000685,0.25,0.25,0.25,0.25,0,0,-0.25,-0.25,-0.25,0.75,0,0,0,0,1,"Immigrant, foreign-born",TRUE
